from_stop_id,from_stop_name,to_stop_id,to_stop_name,route_id,route_short_name,route_long_name,mean_travel_time_min
0200LB-IMPULSORA,Impulsora,0200LB-NEZAHUALCO,Nezahualcóyotl,CMX0200LB,B,Ciudad Azteca - Buenavista,2.9166666666666665
0200LB-IMPULSORA,Impulsora,0200LB-RIOREMEDIOS,Río de los Remedios,CMX0200LB,B,Ciudad Azteca - Buenavista,1.1166666666666667
0200LB-LAGUNILLA,Lagunilla,0200LB-GARIBALDI,Garibaldi y Lagunilla,CMX0200LB,B,Ciudad Azteca - Buenavista,1.5166666666666666
0200LB-LAGUNILLA,Lagunilla,0200LB-TEPITO,Tepito,CMX0200LB,B,Ciudad Azteca - Buenavista,1.2166666666666666
0200LB-MORELOS,Morelos,0200LB-SANLAZARO,San Lázaro,CMX0200LB,B,Ciudad Azteca - Buenavista,2.6333333333333333
0200LB-MORELOS,Morelos,0200LB-TEPITO,Tepito,CMX0200LB,B,Ciudad Azteca - Buenavista,1.2166666666666666
0200LB-MUZQUIZ,Múzquiz,0200LB-ECATEPEC,Ecatepec,CMX0200LB,B,Ciudad Azteca - Buenavista,3.1
0200LB-MUZQUIZ,Múzquiz,0200LB-RIOREMEDIOS,Río de los Remedios,CMX0200LB,B,Ciudad Azteca - Buenavista,2.45
0200LB-NEZAHUALCO,Nezahualcóyotl,0200LB-IMPULSORA,Impulsora,CMX0200LB,B,Ciudad Azteca - Buenavista,2.9166666666666665
0200LB-NEZAHUALCO,Nezahualcóyotl,0200LB-VILLAARAGON,Villa de Aragón,CMX0200LB,B,Ciudad Azteca - Buenavista,2.816666666666667
0200LB-OCEANIA,Oceanía,0200LB-DPVOOCEANIA,Deportivo Oceanía,CMX0200LB,B,Ciudad Azteca - Buenavista,1.9333333333333333
0200LB-OCEANIA,Oceanía,0200LB-ROMERORUBIO,Romero Rubio,CMX0200LB,B,Ciudad Azteca - Buenavista,1.7166666666666666
0200LB-OLIMPICA,Olímpica,0200LB-ECATEPEC,Ecatepec,CMX0200LB,B,Ciudad Azteca - Buenavista,1.4166666666666667
0200LB-OLIMPICA,Olímpica,0200LB-PLAZAARAGON,Plaza Aragón,CMX0200LB,B,Ciudad Azteca - Buenavista,1.6166666666666667
0200LB-PLAZAARAGON,Plaza Aragón,0200LB-CIUDADAZTECA,Ciudad Azteca,CMX0200LB,B,Ciudad Azteca - Buenavista,1.3666666666666667
0200LB-PLAZAARAGON,Plaza Aragón,0200LB-OLIMPICA,Olímpica,CMX0200LB,B,Ciudad Azteca - Buenavista,1.6166666666666667
0200LB-RFLORESMAGON,Ricardo Flores Magón,0200LB-ROMERORUBIO,Romero Rubio,CMX0200LB,B,Ciudad Azteca - Buenavista,2.0833333333333335
0200LB-RFLORESMAGON,Ricardo Flores Magón,0200LB-SANLAZARO,San Lázaro,CMX0200LB,B,Ciudad Azteca - Buenavista,2.033333333333333
0200LB-RIOREMEDIOS,Río de los Remedios,0200LB-IMPULSORA,Impulsora,CMX0200LB,B,Ciudad Azteca - Buenavista,1.1166666666666667
0200LB-RIOREMEDIOS,Río de los Remedios,0200LB-MUZQUIZ,Múzquiz,CMX0200LB,B,Ciudad Azteca - Buenavista,2.45
0200LB-ROMERORUBIO,Romero Rubio,0200LB-OCEANIA,Oceanía,CMX0200LB,B,Ciudad Azteca - Buenavista,1.7166666666666666
0200LB-ROMERORUBIO,Romero Rubio,0200LB-RFLORESMAGON,Ricardo Flores Magón,CMX0200LB,B,Ciudad Azteca - Buenavista,2.0833333333333335
0200LB-SANLAZARO,San Lázaro,0200LB-MORELOS,Morelos,CMX0200LB,B,Ciudad Azteca - Buenavista,2.6333333333333333
0200LB-SANLAZARO,San Lázaro,0200LB-RFLORESMAGON,Ricardo Flores Magón,CMX0200LB,B,Ciudad Azteca - Buenavista,2.033333333333333
0200LB-TEPITO,Tepito,0200LB-LAGUNILLA,Lagunilla,CMX0200LB,B,Ciudad Azteca - Buenavista,1.2166666666666666
0200LB-TEPITO,Tepito,0200LB-MORELOS,Morelos,CMX0200LB,B,Ciudad Azteca - Buenavista,1.2166666666666666
0200LB-VILLAARAGON,Villa de Aragón,0200LB-BOSQUEARAGON,Bosque de Aragón,CMX0200LB,B,Ciudad Azteca - Buenavista,1.7666666666666666
0200LB-VILLAARAGON,Villa de Aragón,0200LB-NEZAHUALCO,Nezahualcóyotl,CMX0200LB,B,Ciudad Azteca - Buenavista,2.816666666666667
020L12-ATLALILCO,Atlalilco,020L12-CULHUACAN,Culhuacán,CMX020L12,L12,Tláhuac-Mixcoac,4.05
020L12-ATLALILCO,Atlalilco,020L12-MEXICALTZINGO,Mexicaltzingo,CMX020L12,L12,Tláhuac-Mixcoac,4.783333333333333
020L12-CALLE11,Calle 11,020L12-LOMASESTRELLA,Lomas Estrella,CMX020L12,L12,Tláhuac-Mixcoac,2.3833333333333333
020L12-CALLE11,Calle 11,020L12-PERIFERICOOTE,Periférico Oriente,CMX020L12,L12,Tláhuac-Mixcoac,2.85
020L12-CULHUACAN,Culhuacán,020L12-ATLALILCO,Atlalilco,CMX020L12,L12,Tláhuac-Mixcoac,4.05
020L12-CULHUACAN,Culhuacán,020L12-SANANDRESTO,San Andrés Tomatlán,CMX020L12,L12,Tláhuac-Mixcoac,2.6
020L12-EJECENTRAL,Eje Central,020L12-ERMITA,Ermita,CMX020L12,L12,Tláhuac-Mixcoac,2.3666666666666667
020L12-EJECENTRAL,Eje Central,020L12-PARQUEVENADOS,Parque de los Venados,CMX020L12,L12,Tláhuac-Mixcoac,3.3
020L12-ERMITA,Ermita,020L12-EJECENTRAL,Eje Central,CMX020L12,L12,Tláhuac-Mixcoac,2.3666666666666667
020L12-ERMITA,Ermita,020L12-MEXICALTZINGO,Mexicaltzingo,CMX020L12,L12,Tláhuac-Mixcoac,4.433333333333334
020L12-HOSPITAL20,Hospital 20 de Noviembre,020L12-INSURGENTESSUR,Insurgentes Sur,CMX020L12,L12,Tláhuac-Mixcoac,1.8
020L12-HOSPITAL20,Hospital 20 de Noviembre,020L12-ZAPATA,Zapata,CMX020L12,L12,Tláhuac-Mixcoac,1.2833333333333334
020L12-INSURGENTESSUR,Insurgentes Sur,020L12-HOSPITAL20,Hospital 20 de Noviembre,CMX020L12,L12,Tláhuac-Mixcoac,1.8
020L12-INSURGENTESSUR,Insurgentes Sur,020L12-MIXCOAC,Mixcoac,CMX020L12,L12,Tláhuac-Mixcoac,2.0833333333333335
020L12-LOMASESTRELLA,Lomas Estrella,020L12-CALLE11,Calle 11,CMX020L12,L12,Tláhuac-Mixcoac,2.3833333333333333
020L12-LOMASESTRELLA,Lomas Estrella,020L12-SANANDRESTO,San Andrés Tomatlán,CMX020L12,L12,Tláhuac-Mixcoac,2.75
020L12-MEXICALTZINGO,Mexicaltzingo,020L12-ATLALILCO,Atlalilco,CMX020L12,L12,Tláhuac-Mixcoac,4.783333333333333
020L12-MEXICALTZINGO,Mexicaltzingo,020L12-ERMITA,Ermita,CMX020L12,L12,Tláhuac-Mixcoac,4.433333333333334
020L12-MIXCOAC,Mixcoac,020L12-INSURGENTESSUR,Insurgentes Sur,CMX020L12,L12,Tláhuac-Mixcoac,2.0833333333333335
020L12-NOPALERA,Nopalera,020L12-OLIVOS,Olivos,CMX020L12,L12,Tláhuac-Mixcoac,3.433333333333333
020L12-NOPALERA,Nopalera,020L12-ZAPOTITLAN,Zapotitlán,CMX020L12,L12,Tláhuac-Mixcoac,3.216666666666667
020L12-OLIVOS,Olivos,020L12-NOPALERA,Nopalera,CMX020L12,L12,Tláhuac-Mixcoac,3.433333333333333
020L12-OLIVOS,Olivos,020L12-TEZONCO,Tezonco,CMX020L12,L12,Tláhuac-Mixcoac,1.45
020L12-PARQUEVENADOS,Parque de los Venados,020L12-EJECENTRAL,Eje Central,CMX020L12,L12,Tláhuac-Mixcoac,3.3
020L12-PARQUEVENADOS,Parque de los Venados,020L12-ZAPATA,Zapata,CMX020L12,L12,Tláhuac-Mixcoac,1.6666666666666667
020L12-PERIFERICOOTE,Periférico Oriente,020L12-CALLE11,Calle 11,CMX020L12,L12,Tláhuac-Mixcoac,2.85
020L12-PERIFERICOOTE,Periférico Oriente,020L12-TEZONCO,Tezonco,CMX020L12,L12,Tláhuac-Mixcoac,3.85
020L12-SANANDRESTO,San Andrés Tomatlán,020L12-CULHUACAN,Culhuacán,CMX020L12,L12,Tláhuac-Mixcoac,2.6
020L12-SANANDRESTO,San Andrés Tomatlán,020L12-LOMASESTRELLA,Lomas Estrella,CMX020L12,L12,Tláhuac-Mixcoac,2.75
020L12-TEZONCO,Tezonco,020L12-OLIVOS,Olivos,CMX020L12,L12,Tláhuac-Mixcoac,1.45
020L12-TEZONCO,Tezonco,020L12-PERIFERICOOTE,Periférico Oriente,CMX020L12,L12,Tláhuac-Mixcoac,3.85
020L12-TLAHUAC,Tláhuac,020L12-TLALTENCO,Tlaltenco,CMX020L12,L12,Tláhuac-Mixcoac,3.283333333333333
020L12-TLALTENCO,Tlaltenco,020L12-TLAHUAC,Tláhuac,CMX020L12,L12,Tláhuac-Mixcoac,3.283333333333333
020L12-TLALTENCO,Tlaltenco,020L12-ZAPOTITLAN,Zapotitlán,CMX020L12,L12,Tláhuac-Mixcoac,2.8833333333333333
020L12-ZAPATA,Zapata,020L12-HOSPITAL20,Hospital 20 de Noviembre,CMX020L12,L12,Tláhuac-Mixcoac,1.2833333333333334
020L12-ZAPATA,Zapata,020L12-PARQUEVENADOS,Parque de los Venados,CMX020L12,L12,Tláhuac-Mixcoac,1.6666666666666667
020L12-ZAPOTITLAN,Zapotitlán,020L12-NOPALERA,Nopalera,CMX020L12,L12,Tláhuac-Mixcoac,3.216666666666667
020L12-ZAPOTITLAN,Zapotitlán,020L12-TLALTENCO,Tlaltenco,CMX020L12,L12,Tláhuac-Mixcoac,2.8833333333333333
0700L1-BUENAVISTA,Buenavista,0700L1-FORTUNA,Fortuna,CMX0700L1,1,Buenavista-Cuautitlan,8.816666666666666
0700L1-CUAUTITLAN,Cuautitlán,0700L1-TULTITLAN,Tultitlán,CMX0700L1,1,Buenavista-Cuautitlan,6.033333333333333
0700L1-FORTUNA,Fortuna,0700L1-BUENAVISTA,Buenavista,CMX0700L1,1,Buenavista-Cuautitlan,8.816666666666666
0700L1-FORTUNA,Fortuna,0700L1-TLALNEPAN,Tlalnepantla,CMX0700L1,1,Buenavista-Cuautitlan,8.733333333333333
0700L1-LECHERIA,Lechería,0700L1-SANRAFAEL,San Rafael,CMX0700L1,1,Buenavista-Cuautitlan,7.266666666666667
0700L1-LECHERIA,Lechería,0700L1-TULTITLAN,Tultitlán,CMX0700L1,1,Buenavista-Cuautitlan,6.983333333333333
0700L1-SANRAFAEL,San Rafael,0700L1-LECHERIA,Lechería,CMX0700L1,1,Buenavista-Cuautitlan,7.266666666666667
0700L1-SANRAFAEL,San Rafael,0700L1-TLALNEPAN,Tlalnepantla,CMX0700L1,1,Buenavista-Cuautitlan,6.1
0700L1-TLALNEPAN,Tlalnepantla,0700L1-FORTUNA,Fortuna,CMX0700L1,1,Buenavista-Cuautitlan,8.733333333333333
0700L1-TLALNEPAN,Tlalnepantla,0700L1-SANRAFAEL,San Rafael,CMX0700L1,1,Buenavista-Cuautitlan,6.1
0700L1-TULTITLAN,Tultitlán,0700L1-CUAUTITLAN,Cuautitlán,CMX0700L1,1,Buenavista-Cuautitlan,6.033333333333333
0700L1-TULTITLAN,Tultitlán,0700L1-LECHERIA,Lechería,CMX0700L1,1,Buenavista-Cuautitlan,6.983333333333333
100001-LERMA,Lerma,100001-METEPEC,Metepec,CMX100001,1,Zinacantepec - Santa Fe,5.25
100001-LERMA,Lerma,100001-SANTAFE,Santa Fe,CMX100001,1,Zinacantepec - Santa Fe,22.283333333333335
100001-METEPEC,Metepec,100001-LERMA,Lerma,CMX100001,1,Zinacantepec - Santa Fe,4.75
100001-METEPEC,Metepec,100001-TOLUCA,Toluca Centro,CMX100001,1,Zinacantepec - Santa Fe,4.75
100001-SANTAFE,Santa Fe,100001-LERMA,Lerma,CMX100001,1,Zinacantepec - Santa Fe,4.433333333333334
100001-TOLUCA,Toluca Centro,100001-METEPEC,Metepec,CMX100001,1,Zinacantepec - Santa Fe,5.25
100001-TOLUCA,Toluca Centro,100001-ZINAC,Zinacantepec,CMX100001,1,Zinacantepec - Santa Fe,22.283333333333335
100001-ZINAC,Zinacantepec,100001-TOLUCA,Toluca Centro,CMX100001,1,Zinacantepec - Santa Fe,4.433333333333334
